id,preview,energy,valence
0DKa36fiJjoRInV60vHWry,https://p.scdn.co/mp3-preview/a9fe12987a88e8fc887c58d2da609b5ef7cb2fea?cid=7b94cea739b042da8b24219ff35b9915,0.00235,0.102
3TBlhRMVYhU1rF907RC9JG,https://p.scdn.co/mp3-preview/c5858afac4a37f25873be3c3a5d0251385706674?cid=7b94cea739b042da8b24219ff35b9915,0.0257,0.103
0Q1y8Inh5CnoSENHEeNuLC,https://p.scdn.co/mp3-preview/25924909eaab1092decfbd86b535269e70b39238?cid=7b94cea739b042da8b24219ff35b9915,0.00762,0.193
6BHSLFa3gVZQPYHcHsIWAY,https://p.scdn.co/mp3-preview/7eae94f8bd6fc865e03b6e40bf5a059bf4bf01fd?cid=7b94cea739b042da8b24219ff35b9915,0.147,0.0378
7j0rOyP9heljOUoUuFTr1Z,https://p.scdn.co/mp3-preview/4d276a5c8f9be78df6c28b27da2004e4b002356f?cid=7b94cea739b042da8b24219ff35b9915,0.121,0.0506
4MzZYs0cRFhnmqhJsxvLZz,https://p.scdn.co/mp3-preview/22622430c0905d2a9044b43a6a1c6914f000f957?cid=7b94cea739b042da8b24219ff35b9915,0.0588,0.0469
7vDowfH8q4mCTn7BajjTdx,https://p.scdn.co/mp3-preview/95db00a81ea8fdfba58443bf54e79d9641118174?cid=7b94cea739b042da8b24219ff35b9915,0.0794,0.0376
5ewuV9PoExpWPIedXbEIJv,https://p.scdn.co/mp3-preview/c03aa16f68db41a778ac5e1bf730e180d108ed32?cid=7b94cea739b042da8b24219ff35b9915,0.003,0.132
1YVvhuvxNEXPNFFxWpoeIK,https://p.scdn.co/mp3-preview/3af0023f98fb852a1d3bc55bf49d117ef1cb6e61?cid=7b94cea739b042da8b24219ff35b9915,0.00641,0.0567
1QHQ8xwQpH5MHHZ4jSXX36,https://p.scdn.co/mp3-preview/72e1f66181770e470c15b671bb8cef803edd395f?cid=7b94cea739b042da8b24219ff35b9915,0.121,0.119
35Yml7NjICscuKAGuX3iZx,https://p.scdn.co/mp3-preview/52a64981d616b88fd7d0be8e8e149a936407200d?cid=7b94cea739b042da8b24219ff35b9915,0.00161,0.117
3rKCZIXrsC7T6XPJhXKAQJ,https://p.scdn.co/mp3-preview/a41958096811cd68f8dffcc3a30e0c5049724fd3?cid=7b94cea739b042da8b24219ff35b9915,0.0402,0.0362
4Ka14ZacUwKRU67DcFP5qi,https://p.scdn.co/mp3-preview/d16ebd6878395cb9c4b116f72e231df072a96da1?cid=7b94cea739b042da8b24219ff35b9915,0.0315,0.0378
1HyF8oeszW3S6jH06da7kc,https://p.scdn.co/mp3-preview/fbef7464e4085733ed4529aea9270ed6c485fd2d?cid=7b94cea739b042da8b24219ff35b9915,0.0268,0.0392
3W6rVL0dVOtawapQTECE14,https://p.scdn.co/mp3-preview/a5a99e7d0c5ddbdc0c54c2cf2a46aa47adbfd9c3?cid=7b94cea739b042da8b24219ff35b9915,0.0945,0.0412
7sXnyp8hFOpGPS1Yep4OhK,https://p.scdn.co/mp3-preview/38115e981b38cbad3e546012a16cc9476b8941c4?cid=7b94cea739b042da8b24219ff35b9915,0.00847,0.135
3ZDiGCemtha740KIO5Ocpy,https://p.scdn.co/mp3-preview/cf51c091d7a74df9da51180a7aa8861410762c3b?cid=7b94cea739b042da8b24219ff35b9915,0.0195,0.231
2gKnV835oRUC5XXtzRSUEl,https://p.scdn.co/mp3-preview/c93b97f45d049c8b6a8b6ab966d0f92dc6c884a7?cid=7b94cea739b042da8b24219ff35b9915,0.124,0.0386
4LNHbuE2OgsQeVu0j0q0sO,https://p.scdn.co/mp3-preview/3b40ee13a8d37787e85d8c93f1d267c9a1a277ef?cid=7b94cea739b042da8b24219ff35b9915,0.0886,0.219
4d4F77AGLne08uoZIyHTwz,https://p.scdn.co/mp3-preview/69147133feb7d4bdae2fb0b5b7e78133adf1b242?cid=7b94cea739b042da8b24219ff35b9915,0.0291,0.038
72h583lkdV6HhI5PiNkDEU,https://p.scdn.co/mp3-preview/249fa4a395cfc0983bce5c1746b326ca01e8df8b?cid=7b94cea739b042da8b24219ff35b9915,0.0195,0.0376
62w7vY3oBAnoEe8YZVui50,https://p.scdn.co/mp3-preview/61c5538bef193c5f65534f734c24d64923089001?cid=7b94cea739b042da8b24219ff35b9915,0.00465,0.0378
5mdvqfYB4Efy14X88LtTB5,https://p.scdn.co/mp3-preview/7a966bdcc7976cba04c864b1ed5a4122f51b5b0b?cid=7b94cea739b042da8b24219ff35b9915,0.0376,0.0337
3ge3sVwiK7csDa3QKb9Xqm,https://p.scdn.co/mp3-preview/0dc5f9857674d679058c3cc55833d0b590570442?cid=7b94cea739b042da8b24219ff35b9915,0.0234,0.116
2h9zGXhmqHZR2uKZyPp6gi,https://p.scdn.co/mp3-preview/124521826192f8de262c49638d925f06416ea621?cid=7b94cea739b042da8b24219ff35b9915,0.00714,0.0399
19SLzhOkxgb3nns5m2qp93,https://p.scdn.co/mp3-preview/779349f25c5dbfa4f7e8b4a11b1761bfec6c00b0?cid=7b94cea739b042da8b24219ff35b9915,0.122,0.0335
3Vl7cwxOxYhpgDDpFv7mG7,https://p.scdn.co/mp3-preview/7b0e049a6c5b201ad9a0a22f14eecff9b9ca3271?cid=7b94cea739b042da8b24219ff35b9915,0.00871,0.0399
3eH1JsXzR1sPVBKaQyL5ZY,https://p.scdn.co/mp3-preview/369e93f2ab34b40be0a65abb531f25cd05e89354?cid=7b94cea739b042da8b24219ff35b9915,0.00362,0.0537
6xArf4pYiUAV7sxUfYcUma,https://p.scdn.co/mp3-preview/e91694b6aa1ca21d3b7ffd66a8a33bb44b42fc1e?cid=7b94cea739b042da8b24219ff35b9915,0.0681,0.0636
1icgBw21XBCrDcWdt4ECdw,https://p.scdn.co/mp3-preview/0fe8155d713e10fb31d21bd9aa46189d27007af4?cid=7b94cea739b042da8b24219ff35b9915,0.328,0.0509
122GCpWJT3DhLofuVheWNK,https://p.scdn.co/mp3-preview/c6f0250a2820121c39f021feaa96908c65dd8ccb?cid=7b94cea739b042da8b24219ff35b9915,0.0283,0.0728
5uRaWRk9tYyyH50xN9dsxH,https://p.scdn.co/mp3-preview/f28ce3e0bd19893e04000383f4460975f4526b3b?cid=7b94cea739b042da8b24219ff35b9915,0.248,0.0378
0nqtOf7OZfOIKgv2ejTb6P,https://p.scdn.co/mp3-preview/4dd49ee992ee3d773a2e8c4f487519c93813193a?cid=7b94cea739b042da8b24219ff35b9915,0.189,0.176
1S252DWEYC5Fy7WfwFeRZF,https://p.scdn.co/mp3-preview/ee882abce8c858ea6e6e15be60c344230e6d6b35?cid=7b94cea739b042da8b24219ff35b9915,0.025,0.0637
6zgklsgTYXw9pVHY2oOG81,https://p.scdn.co/mp3-preview/91aa17100677156323713e75929430a31efb6dc7?cid=7b94cea739b042da8b24219ff35b9915,0.00897,0.0579
63yQS5uf762DJHLssPlrNw,https://p.scdn.co/mp3-preview/266a42a8e581b41ca156227d85dfe9a57e482149?cid=7b94cea739b042da8b24219ff35b9915,0.0412,0.0369
5JqZ3oqF00jkT81foAFvqg,https://p.scdn.co/mp3-preview/993e160238e38b9d7f62106bf974228af84d7d48?cid=7b94cea739b042da8b24219ff35b9915,0.67,0.595
4aarlAfLKVCTxUDNgbwhjH,https://p.scdn.co/mp3-preview/f0c55e74bc02b86ca72cc33890a86bfde1c0afe8?cid=7b94cea739b042da8b24219ff35b9915,0.437,0.616
20McUFi8KCIVdNDLrkTDuZ,https://p.scdn.co/mp3-preview/2db2660b461e6620ba258e840b6d6d6e5585f168?cid=7b94cea739b042da8b24219ff35b9915,0.659,0.439
6rLi6PyWXu1rPlShuIZpj6,https://p.scdn.co/mp3-preview/8b8016f68d0ea3dac17dbe62cee733b13e67067a?cid=7b94cea739b042da8b24219ff35b9915,0.582,0.907
5KGn7C4GflN0EFMNqDmUY9,https://p.scdn.co/mp3-preview/48f9e91da8602af54b28b17d0a478074a8b355be?cid=7b94cea739b042da8b24219ff35b9915,0.904,0.501
0NQNJDRlvB1x4NzbapbcIg,https://p.scdn.co/mp3-preview/dda025e830a4da4fda5f21382d11fe0fc835726e?cid=7b94cea739b042da8b24219ff35b9915,0.877,0.119
1dQtt3K8GyPmH7ZD1LJ2ox,https://p.scdn.co/mp3-preview/f21157726e8e5cd2b107999332e0a80bfd4bb00a?cid=7b94cea739b042da8b24219ff35b9915,0.902,0.628
30HH5fUlLuu8Dxw7sLi93z,https://p.scdn.co/mp3-preview/d94009ebd9e1d5efd869ee69aa301ef87306e0d2?cid=7b94cea739b042da8b24219ff35b9915,0.749,0.493
2mUnxSunvs3Clvtpq3FtGo,https://p.scdn.co/mp3-preview/d700af2cb5e77dbd8d88eb2d12c68348ddaadb4c?cid=7b94cea739b042da8b24219ff35b9915,0.916,0.426
2rUsJXt4NeeDiIU6sBvrxo,https://p.scdn.co/mp3-preview/fd1994ebe81a36f92fbfac328a8aaf46b298528e?cid=7b94cea739b042da8b24219ff35b9915,0.796,0.549
2DZo11WxbA7svfPb0zVJqu,https://p.scdn.co/mp3-preview/868fa1a7b7b96e386e54f21065bd1d0fcce408c4?cid=7b94cea739b042da8b24219ff35b9915,0.911,0.0668
1QjkA22lyqF46JD1Mh048U,https://p.scdn.co/mp3-preview/e79a0ee7599bf6be4165ce002b9f0ee7f707d53c?cid=7b94cea739b042da8b24219ff35b9915,0.868,0.237
7sXfnVRtIuohi0PQiyDVV8,https://p.scdn.co/mp3-preview/0b542b041d83d96d738cc1ad9f3d5bed635b666a?cid=7b94cea739b042da8b24219ff35b9915,0.817,0.267
4cSSL3YafYjM3yjgFO1vJg,https://p.scdn.co/mp3-preview/537faab48131498aa29cd87944e3979500735a57?cid=7b94cea739b042da8b24219ff35b9915,0.744,0.645
4bEwaORm2IBfu3omjEna7I,https://p.scdn.co/mp3-preview/fd6b5b80b0066169397b0e42e941852293e1f9cc?cid=7b94cea739b042da8b24219ff35b9915,0.711,0.618
3iLmFedCb8sGWtLbXbY8go,https://p.scdn.co/mp3-preview/b838966910da9c2dfe2f9720ff92a4b385120622?cid=7b94cea739b042da8b24219ff35b9915,0.939,0.277
2aOK6TRYn4DneIBHJOAQ4r,https://p.scdn.co/mp3-preview/b8020d561f719906447be050aca443af95043dbe?cid=7b94cea739b042da8b24219ff35b9915,0.759,0.56
48fPdAwGVoSkGK8GSez9yx,https://p.scdn.co/mp3-preview/32be3f8f00f791b42dce355114c5ee4e19c971e9?cid=7b94cea739b042da8b24219ff35b9915,0.908,0.423
0KJAVizRhvcLNd2f8QxhdI,https://p.scdn.co/mp3-preview/0d1c304dacb415cb191f0dd2a7d3fd8315d053c6?cid=7b94cea739b042da8b24219ff35b9915,0.661,0.635
47EiUVwUp4C9fGccaPuUCS,https://p.scdn.co/mp3-preview/edd9bea2e66b14169f8bbfa45a78b6599b14160a?cid=7b94cea739b042da8b24219ff35b9915,0.573,0.145
1w8DxFHDDInmn5TovLKKrW,https://p.scdn.co/mp3-preview/9d985196bed759f8c5a26af8f7ef7088f02f8b45?cid=7b94cea739b042da8b24219ff35b9915,0.745,0.0511
3ydFRJUABULlXklU1M24TV,https://p.scdn.co/mp3-preview/93c00f664e2d1d3aa4a801bb441d8d0b2e914767?cid=7b94cea739b042da8b24219ff35b9915,0.749,0.466
5SWnsxjhdcEDc7LJjq9UHk,https://p.scdn.co/mp3-preview/5d0e6ec55530f3b250ee82c077760754efba3b20?cid=7b94cea739b042da8b24219ff35b9915,0.626,0.415
2Ec33AVlkTTq8BHFgBTdQs,https://p.scdn.co/mp3-preview/ab9ea4c65ee7c5ef65a55c1667ca522114da4c5c?cid=7b94cea739b042da8b24219ff35b9915,0.457,0.296
3AMxuq6id3YGB57eWeheZQ,https://p.scdn.co/mp3-preview/85caab96e3ab8d59a42432926292a9b1341a63f6?cid=7b94cea739b042da8b24219ff35b9915,0.508,0.346
5irZKxxt31BLx2DzGDVt8W,https://p.scdn.co/mp3-preview/525704ea5eff64100550b9416395765ca5c421b5?cid=7b94cea739b042da8b24219ff35b9915,0.762,0.72
463CkQjx2Zk1yXoBuierM9,https://p.scdn.co/mp3-preview/cc617f669fd1e3ee33a4ac0c66346fefd15286e7?cid=7b94cea739b042da8b24219ff35b9915,0.825,0.915
1IIKrJVP1C9N7iPtG6eOsK,https://p.scdn.co/mp3-preview/cd1e4584425d4be8eae7489d704a36c3166a0065?cid=7b94cea739b042da8b24219ff35b9915,0.578,0.581
3nS9a01VvXHQriLqJYwRqG,https://p.scdn.co/mp3-preview/c0faf724612433e6a6c2f76047a18165151d0141?cid=7b94cea739b042da8b24219ff35b9915,0.458,0.161
5yY9lUy8nbvjM1Uyo1Uqoc,https://p.scdn.co/mp3-preview/79199a9ab949b5803197efb455c224299d7d5949?cid=7b94cea739b042da8b24219ff35b9915,0.609,0.508
7qERcHhtCTltMIGZl4nmYp,https://p.scdn.co/mp3-preview/bbe9f3399f4967bfb57de8a7467e610875b3ff98?cid=7b94cea739b042da8b24219ff35b9915,0.633,0.323
3JsmrruMp8AWcbEZ4342JY,https://p.scdn.co/mp3-preview/13db7b0721ae2b68e49d3cd52d0235a410942264?cid=7b94cea739b042da8b24219ff35b9915,0.816,0.632
6f3Slt0GbA2bPZlz0aIFXN,https://p.scdn.co/mp3-preview/676cb431611544326bb3e81c72d8dc5b27e0c9ad?cid=7b94cea739b042da8b24219ff35b9915,0.62,0.235
0rfuJq6P2Albwy2dykCD75,https://p.scdn.co/mp3-preview/f6acc7268710e8ea0332102ee87b8209d9d79952?cid=7b94cea739b042da8b24219ff35b9915,0.866,0.324
7MtJ0dU4m3F6JQG9qdyaPk,https://p.scdn.co/mp3-preview/2e4efbcf9ad6f3153930a6bab4e5dc409943b318?cid=7b94cea739b042da8b24219ff35b9915,0.784,0.504
5seWZTjT0U8a7cy3Y5NJQ9,https://p.scdn.co/mp3-preview/563b8cb8285477978ab8e1da1e7b773be777b9c9?cid=7b94cea739b042da8b24219ff35b9915,0.845,0.694
00dV6gjuXDt6WcSSuC3kmY,https://p.scdn.co/mp3-preview/989aee47c3c83ec606281f26618840a9f79fe290?cid=7b94cea739b042da8b24219ff35b9915,0.783,0.428
2MbdDtCv5LUVjYy9RuGTgC,https://p.scdn.co/mp3-preview/3748f897bbea6068b383ea857ace01b9a5236a06?cid=7b94cea739b042da8b24219ff35b9915,0.723,0.835
3XiNC94b4Tq1xwv70sQJGN,https://p.scdn.co/mp3-preview/26462b5ccbae45673ca15b59b5c52a7d50103e50?cid=7b94cea739b042da8b24219ff35b9915,0.603,0.207
0FZ4Dmg8jJJAPJnvBIzD9z,https://p.scdn.co/mp3-preview/6ccc75509be729ffb01b1df3a8183e4e88dc6303?cid=7b94cea739b042da8b24219ff35b9915,0.603,0.504
7sO5G9EABYOXQKNPNiE9NR,https://p.scdn.co/mp3-preview/65db0cfbd7235bcc2cafe698c656853f845a9133?cid=7b94cea739b042da8b24219ff35b9915,0.428,0.333
7rvyVWja33WG9R97oeJAjx,https://p.scdn.co/mp3-preview/503bfbcca88f47c6d6176d1fc47c8662cd8e11ba?cid=7b94cea739b042da8b24219ff35b9915,0.488,0.584
7v96VvFLS0wSYT8kewNLRy,https://p.scdn.co/mp3-preview/68dc4bee21496255fa448901188c8111b48dc0a7?cid=7b94cea739b042da8b24219ff35b9915,0.638,0.459
4DuUwzP4ALMqpquHU0ltAB,https://p.scdn.co/mp3-preview/e7da4d93114e11403af78dbc7bb3a69832c85126?cid=7b94cea739b042da8b24219ff35b9915,0.756,0.775
1nufXiTCTTAeJfO9hLHvO8,https://p.scdn.co/mp3-preview/e3f3255c532729865b58c7e9339a90fd4ea28ccd?cid=7b94cea739b042da8b24219ff35b9915,0.899,0.408
5WNa0eaGNwQ1ZXTHVlULpd,https://p.scdn.co/mp3-preview/a82a1e59a39582866a30680d8a231a8cfcfae439?cid=7b94cea739b042da8b24219ff35b9915,0.652,0.453
4SGCk2NRPEueHeupJiIdy4,https://p.scdn.co/mp3-preview/b64cf090c848ff56d89f2405eac7bb847a6f0fa8?cid=7b94cea739b042da8b24219ff35b9915,0.734,0.0386
1mGxiXPxKIuItW4D2eVgjI,https://p.scdn.co/mp3-preview/7eb754c34f9e5750f363c1b1ddf08a92e0620079?cid=7b94cea739b042da8b24219ff35b9915,0.82,0.742
1YVPBX1nfpWOlp6rSrg0C4,https://p.scdn.co/mp3-preview/f0f27378708ae5f87f7f58eba661e516fe47efc7?cid=7b94cea739b042da8b24219ff35b9915,0.842,0.533
3pnpENd2PXAKuetjLIylEr,https://p.scdn.co/mp3-preview/a2e1396ca25cf52fe44fa4029428000b7a1cba5e?cid=7b94cea739b042da8b24219ff35b9915,0.886,0.698
2c1BSmrSeBEY9FxhzSiFWh,https://p.scdn.co/mp3-preview/0d055be1d31e1a5f0990452393157d6c811a8fca?cid=7b94cea739b042da8b24219ff35b9915,0.717,0.305
6YPJ5TbzwDltVrRR39bGzC,https://p.scdn.co/mp3-preview/e5baa215daeaaa0fe269f7ede8dc49036d4fb8f1?cid=7b94cea739b042da8b24219ff35b9915,0.924,0.494
0M0FvSNRZmDz0Z769rewlI,https://p.scdn.co/mp3-preview/72880488284e1ac696a7b58fed5b77f2674466a9?cid=7b94cea739b042da8b24219ff35b9915,0.977,0.496
5k1uIPpsHmnbWFr4nbpdYb,https://p.scdn.co/mp3-preview/a4771a10f6aaf06ee3534d18765b1acf5f05c6c7?cid=7b94cea739b042da8b24219ff35b9915,0.868,0.444
3kml9ZdpT7UYk1ugkjqOzt,https://p.scdn.co/mp3-preview/ad50dbbd282d3a7543e3f6c9fe26a30dc09d3d01?cid=7b94cea739b042da8b24219ff35b9915,0.819,0.656
1x05gL9CMLZte5ZizwDGZM,https://p.scdn.co/mp3-preview/cf8d99a03d05a512a718aa24b98c575db545c8ed?cid=7b94cea739b042da8b24219ff35b9915,0.873,0.557
7k3uKOLzMCvYM00E3QZTSq,https://p.scdn.co/mp3-preview/b75b2bbc4bc95b63abd4af88598db32912720645?cid=7b94cea739b042da8b24219ff35b9915,0.764,0.424
3syIqcdNRjbFcWkEMRRT1d,https://p.scdn.co/mp3-preview/e701e615c384da9b3c241e863a7b1f3ce4e0080f?cid=7b94cea739b042da8b24219ff35b9915,0.95,0.623
7ycWLEP1GsNjVvcjawXz3z,https://p.scdn.co/mp3-preview/a515fa169153249641255877d5a36af261cf0d7c?cid=7b94cea739b042da8b24219ff35b9915,0.569,0.294
5zeqPOKP0LVy3FTm7txSjL,https://p.scdn.co/mp3-preview/5b7c71c2d3c0bdffaee4b23dacd72379756a052e?cid=7b94cea739b042da8b24219ff35b9915,0.802,0.758
2TZVeCSszEy4r0N4wFsNEa,https://p.scdn.co/mp3-preview/4bbbb811a7f9d489681f8f3990ed42f335355f57?cid=7b94cea739b042da8b24219ff35b9915,0.983,0.231
4sWuPniHClkInYAnzXAYUF,https://p.scdn.co/mp3-preview/1b4cc9e380e6999e94f140564ef363154044caec?cid=7b94cea739b042da8b24219ff35b9915,0.713,0.761
6gi6y1xwmVszDWkUqab1qw,https://p.scdn.co/mp3-preview/e27985662ccbc644b64f49042d3d2b73b0bfc4e4?cid=7b94cea739b042da8b24219ff35b9915,0.591,0.309
6VfKN3j3Cqb7nMWZPIX3bJ,https://p.scdn.co/mp3-preview/fb888c153bb6df7405bb2f7b1d68b998c32bb87a?cid=7b94cea739b042da8b24219ff35b9915,0.681,0.799
6lhZLbb0czULpjb2kFryPS,https://p.scdn.co/mp3-preview/218a9663fcb2c3e5d88db68ee0a8e924e70f128c?cid=7b94cea739b042da8b24219ff35b9915,0.868,0.353
0iQd47VJs14l8EA00PlI71,https://p.scdn.co/mp3-preview/20199b15f4e8a21b72f428bfa52bf998c8e0fa7a?cid=7b94cea739b042da8b24219ff35b9915,0.84,0.867
0A1hoCfMLkiAgvhWkkucJa,https://p.scdn.co/mp3-preview/55880b87b1206980a7748b7d40a92023bf807aab?cid=7b94cea739b042da8b24219ff35b9915,0.732,0.469
4Hpib09wXgD84w4uwTPnYD,https://p.scdn.co/mp3-preview/1b69a77fd5604b9fbed302f3915b2c279cc97f1d?cid=7b94cea739b042da8b24219ff35b9915,0.696,0.432
6NWdgyVsjp2bJ11PToXCr1,https://p.scdn.co/mp3-preview/0b8e7478fc1e3823ad83b11b7597113d25e3d41e?cid=7b94cea739b042da8b24219ff35b9915,0.434,0.75
1GcXzijYzyfMq6wryZjYW5,https://p.scdn.co/mp3-preview/0a7dca7781854e331f60fa1a8ce6f29e320225a7?cid=7b94cea739b042da8b24219ff35b9915,0.78,0.85
3YJJjQPAbDT7mGpX3WtQ9A,https://p.scdn.co/mp3-preview/e21fecc0bc6e46c88eb6ce9dbe3adb778a225967?cid=7b94cea739b042da8b24219ff35b9915,0.655,0.412
1EWa3LGA6yaC6Bq2iUA72a,https://p.scdn.co/mp3-preview/f46a5e391260d4cdfe39c42b905e198ca485e4c7?cid=7b94cea739b042da8b24219ff35b9915,0.417,0.502
3MEruRteiUZXkStfTlZqRn,https://p.scdn.co/mp3-preview/89cb78504d7f50774f06e9a2ed448c03277f3ede?cid=7b94cea739b042da8b24219ff35b9915,0.792,0.562
4tpSjqtLO12aIUHcSBR9rp,https://p.scdn.co/mp3-preview/15ca1c55c1ed4130dafd9ec44816bcbe423ac69d?cid=7b94cea739b042da8b24219ff35b9915,0.617,0.734
4EivmOT13NMpNSfTKn9p4s,https://p.scdn.co/mp3-preview/a3fa1e34dd1b9c96a8070384c86210c98002f667?cid=7b94cea739b042da8b24219ff35b9915,0.499,0.405
3CwcGdFwFF3DfHGGppdI4X,https://p.scdn.co/mp3-preview/4a1c13192a7393ecb1e956daeabc8db693d43d7c?cid=7b94cea739b042da8b24219ff35b9915,0.61,0.62
3lPbFBxZdSEs2jApF1L5dG,https://p.scdn.co/mp3-preview/6167ae571118d80b939dfa5287775c0e381d68f7?cid=7b94cea739b042da8b24219ff35b9915,0.74,0.718
08TILUAN56HJoS1d9mNRty,https://p.scdn.co/mp3-preview/98af43f75847696af9c0da305eec309e4db816f0?cid=7b94cea739b042da8b24219ff35b9915,0.789,0.795
6xkbKc532RwCOQzcYlu7y4,https://p.scdn.co/mp3-preview/c8b49f9a9c574d192855fa31288e76bfbed0d3d4?cid=7b94cea739b042da8b24219ff35b9915,0.714,0.92
52BJrldggFQyTiW8XrILhO,https://p.scdn.co/mp3-preview/6b46d2d923fa8f37b7b8a906336d96e97a92205f?cid=7b94cea739b042da8b24219ff35b9915,0.609,0.418
2993VQSr7a2Dj5hI5xcWG0,https://p.scdn.co/mp3-preview/b1ecaf9901cbe0c61d3be524a297c7282697b665?cid=7b94cea739b042da8b24219ff35b9915,0.528,0.608
6XrtxH8dZPSSDE9A1KmN6Q,https://p.scdn.co/mp3-preview/ea853b00724ebfa1696e20bf79c09757ca28a1dc?cid=7b94cea739b042da8b24219ff35b9915,0.713,0.907
5XMhppJhtgjkd2SYDklhR9,https://p.scdn.co/mp3-preview/2400afd22c686172c8311d5829ae24e08255e2c7?cid=7b94cea739b042da8b24219ff35b9915,0.498,0.145
5yorXJWdBan1Vlh116ZtQ7,https://p.scdn.co/mp3-preview/12298a6f2dfee6285d874409e57d446de49d7111?cid=7b94cea739b042da8b24219ff35b9915,0.371,0.441
2W7FRj6wq1uNmIUwELuQ7e,https://p.scdn.co/mp3-preview/ec58fc4f2e0b1e41e41770e3373d972c49856b0b?cid=7b94cea739b042da8b24219ff35b9915,0.656,0.89
35Dh5MnCUPLN3XyAVtQff3,https://p.scdn.co/mp3-preview/1594505dda72ec66c873f9dc5ff4834bae3f1c8f?cid=7b94cea739b042da8b24219ff35b9915,0.668,0.566
6OpSeHUu19kYWaMupLF7ra,https://p.scdn.co/mp3-preview/2b0afda593268af91956e90bafbcc550936d22a5?cid=7b94cea739b042da8b24219ff35b9915,0.759,0.77
1ptsownbhGmvBKmE7IMv3p,https://p.scdn.co/mp3-preview/b2cd5d004a4bc6aded613085aeb1c44f40437b55?cid=7b94cea739b042da8b24219ff35b9915,0.728,0.703
5TVTA6VpqCCMHeZpmwGl3X,https://p.scdn.co/mp3-preview/74d2817a932948917a9a818f75f95381e190ecd8?cid=7b94cea739b042da8b24219ff35b9915,0.787,0.615
0TResTtx98vH1rbuMMzqSh,https://p.scdn.co/mp3-preview/2abf891d71c23eec0328e028ecf452b0910f514a?cid=7b94cea739b042da8b24219ff35b9915,0.63,0.607
3IBGU1NgiTjDsIJn2Jtdg4,https://p.scdn.co/mp3-preview/1cf2ef334e813bbf29fb7ebb1f1a186b50adecda?cid=7b94cea739b042da8b24219ff35b9915,0.717,0.812
1jdY3EkXOaCZQVZNohFodF,https://p.scdn.co/mp3-preview/1887e688320b8317e419e1604e7614b1da895a19?cid=7b94cea739b042da8b24219ff35b9915,0.415,0.642
38eSJ3gqOtaiivL0Mc6vCF,https://p.scdn.co/mp3-preview/db809af90f1e12d84fe7aec52b1dc285eeeb8548?cid=7b94cea739b042da8b24219ff35b9915,0.616,0.567
6WQiTSAAuWGSA9lkb0COcr,https://p.scdn.co/mp3-preview/8138aff4afe7882eb56f985adc742b5017553978?cid=7b94cea739b042da8b24219ff35b9915,0.499,0.376
1DJsyU4yU3cnONCun42snt,https://p.scdn.co/mp3-preview/7ffa74e1ea8f6e544d3e5c592b242a43b83f950f?cid=7b94cea739b042da8b24219ff35b9915,0.561,0.527
3Lrk83MoHWXttj3ux8qhZ3,https://p.scdn.co/mp3-preview/865d60b7d62419b95505bed27602a2bed3793d46?cid=7b94cea739b042da8b24219ff35b9915,0.609,0.323
7Bar1kLTmsRmH6FCKKMEyU,https://p.scdn.co/mp3-preview/cd7368843d732d9840103014ca92de28572a3880?cid=7b94cea739b042da8b24219ff35b9915,0.516,0.716
2VEXVaHzsULkCets2pN3rn,https://p.scdn.co/mp3-preview/bd502a825e26b0e525a836ca0e1fd4997ad4b2e4?cid=7b94cea739b042da8b24219ff35b9915,0.365,0.259
2NPLua7PXNHyMY51HBMrTe,https://p.scdn.co/mp3-preview/c6c98a446183f6014891a69237c3f05d0c70da91?cid=7b94cea739b042da8b24219ff35b9915,0.835,0.624
7qdFz1dTJqgdVe6NA4F4DP,https://p.scdn.co/mp3-preview/f7e045d00ca2aa357b79a659db64a058f534960a?cid=7b94cea739b042da8b24219ff35b9915,0.733,0.913
7agHHBRK0Tp1rH3G28QdFk,https://p.scdn.co/mp3-preview/e04be730a4d5144530c4f332d4bd1f66daac12d7?cid=7b94cea739b042da8b24219ff35b9915,0.519,0.561
4ZVDm1QzL0Gf9t9j7nPkMD,https://p.scdn.co/mp3-preview/8415e360c5bf32e6bc65ec22f73020608028b00c?cid=7b94cea739b042da8b24219ff35b9915,0.74,0.84
4CxfwAJUKqvYopbOyRAJse,https://p.scdn.co/mp3-preview/5a0ca0ef68d41c6f1edf10f1ef613437057dde8c?cid=7b94cea739b042da8b24219ff35b9915,0.662,0.725
1N3WA69hiGcEsO2ExABuqs,https://p.scdn.co/mp3-preview/81d273191a4a868c917f9ad570b01c2db5759e5b?cid=7b94cea739b042da8b24219ff35b9915,0.392,0.543
3NILSt8vgJrRqwWkwB8das,https://p.scdn.co/mp3-preview/fcab47a3203968493d3f9738f37f2d2262cff38e?cid=7b94cea739b042da8b24219ff35b9915,0.81,0.867
0FJw1Pg9xXCxbcyQMI6GAe,https://p.scdn.co/mp3-preview/db7292d8e6dbab718bee7a23d2ce0c488a7f5daf?cid=7b94cea739b042da8b24219ff35b9915,0.82,0.396
1KixkQVDUHggZMU9dUobgm,https://p.scdn.co/mp3-preview/3eefa410b713b33b819fc9231f68d1f5d3d1eef0?cid=7b94cea739b042da8b24219ff35b9915,0.934,0.436
